"id","profileName","text","date","title","rating","images","helpful","variant:pattern name","variant:style name"
"R3UOMF8QG4D851","Synthol_Shopper","Quality/silicon control on 14700k is chaos. What the hell intel thinking and doing I dont know.My 13600KF took 7400mhz ram like champ, while this thing cant get even 6800mhz stable... Very dissapointed.1.35v 300w in cinebench with 100c temps with arctic freezer 280mm (that beats most of 360mm AIOs) + bending corrector and good paste.TRASH.","Reviewed in the United States on 21 November 2023","Trash quality control, trash memory controller","1.0 out of 5 stars","","11","Processor","Core™ i7-14700KF"
"R3NQE6TLBLAQN1","Shelly Morgan","This thing is a total scam from the i9 13900k or kf. It’s literally the same thing. The advertise that its goes up to 6000hz but that’s only on two cores of course and only when you don’t need them do they go that high. I had higher cinebench scores on my i9 13900kf then I did on this processor. It’s the same thing just overclocked out of the box. Save your money","Reviewed in the United States on 21 October 2023","Do not buy","1.0 out of 5 stars","","35","Processor","Core™ i9-14900K"
"R2IDGMTAO4539P","Wolfkill","Ive bought AMD for a long time, this is my first time trying intel and seeing no thermal paste is like a spit in the face.","Reviewed in the United States on 2 March 2024","No thermal paste?","2.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3RWNLCKIAE7PW","Ryan's Reviews","I've got an Arctic freezer II, and direct contact place to try and cook this thing off but it's too hot. I had the underclock the voltage for my CPU in the BIOS to get this thing to not overheat while exporting Adobe videos. Intel missed the mark here and I'm pretty mad I can't return it. It works fine doing normal tasks, and gaming, but when I want a 3D render something or encode/export a video then it will thermal throttle at 100° C with fans at max speed. It literally spikes up to 100 in like one second.","Reviewed in the United States on 21 February 2024","Can't overclock with thermal throttle","2.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RX9XXR99Q5MJI","Mushatla ",false,"Reviewed in the United States on 27 March 2024","Poor Packaging","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Ak1YC1sIL.jpg","0","Processor","Core™ i7-14700K"
"R3MATEY6TZ93OM","Lance C.","Super hot CPU. Investing in this means investing in serious cooling for it.","Reviewed in the United States on 20 March 2024","The heat is hot","3.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R1R25F12XDD2O6","Mailyn Gonzalez","I was really pleased with this processor in the beginning, was running it at 6.1Ghz as a daily driver and even 6.4Ghz. About a month or two in to owning it they released an Intel Management Engine update for this processor and that was it no more overclocks. Every game would now crash if the processor was overclocked. I am tired of playing cat and mouse with Intel, won't be buying a processor for a while until things drastically change.","Reviewed in the United States on 9 March 2024","Great when I first received it, then an update to the ME engine nerfed it.","3.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RDFZGX2GBMRIM","Joshua Woodard","I had tons of issues with this cpu. I returned it and purchased elsewhere due to Amazon not having a replacement option or any available at the time for prime shipping. The one that I have now works great, so it's a good product if you get one that works.My second gripe with this cpu is that it's basically just a refresh of 13th gen without the luxury of working out of the box with z790 mobos. You will need to flash the bios of your mobo.","Reviewed in the United States on 27 February 2024","Issues...","3.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R32TFSIZ4D6A2N","King-Kurt-Kauft","Habe CPU bei Amazon gekauft und auch verpackte Neuware erhalten.Seitens Amazon 5 SterneZur Intel CPU. Die CPU Generation ist gelungen. ABER die Amd Konkurrenz hat auch Ihre Vorteile.Wegen nicht genutzter Optimierungsmöglichkeiten muss ich Intel Punkte abziehen und 3 Sterne verleihen.Contra:Thread Application Optimizer nicht verfügbarCPU's allgemein sehr teuer. Ca 300 Euro- 340 Euro ohne Kühler.Grauzone:Gamingleistung eigentlich sehr gut,  aber im Vergleich zum AMD Gaming CPU wiederum befriedigend.Energieverbrauch. Für meine Anwendungsfälle ist es ok bis gut.Pro:Hohe TaktratenCPU ist das rundeste GesamtpaketIntel hat Optimierungsmöglichkeiten über Software ( Thread Application Optimizer, OC RAM, Microsoft Direct Storage, Moderne Schnittstellen)WLAN7","Reviewed in Germany on 25 February 2024","Amazon Leistung Top, Intel Leistung ok","3.0 out of 5 stars","","0","Processor","Core™ i5-14600KF"
"R38LYRNZCXCA8C","Chris","I've built computers for more than 20 years, and I have never in my life had so much trouble booting with stock bios settings. I think I finally lost the silicon lottery. Using an Asus mb, I had to go into bios limit voltage and manually tune each pcore. Temps were wild and out of control 100°c, clock speeds were low thermal throttling, random crashes, blue screens inability to run simple programs without them crashing and shutting down. Tried intel xtu auto overclocking, ai suite, and asus ai overclocking via bios.. none of that worked. Had to just dig into bios, set limits, and manually tune each core. Now system is stable and solid. Been benchmarking and stress testing for a few days now. Temps are great, and I am happy. Not sure if mb is culprit, gonna get another board and test the chip. Just be ready for some trouble. Looked over many forums of others having the same issues.","Reviewed in the United States on 17 February 2024","I finally lost","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71IRyk3jcJL.jpg","3","Processor","Core™ i9-14900K"
"RPQ0IEFUVK738","Maul","My 13900k never thermal throttled in any game, yet I'm getting thermal throttle spikes when playing games like Cyberpunk with the 14900k. My 360 AIO mount is not the issue, as temps hover around 90-93c when stress testing at 253w. I'm also using a contact frame. I'm thinking the issue might be the increased voltage at the stock 5.7 all core frequencies, because my power usage has increased a lot while gaming. Whatever the case, I'm not the only one seeing this behavior - it's unacceptable.Update: Reducing the e-cores to 4.3 helps significantly, and setting everything to 5.5/4.3 (13900k values) solves it completely. Simply too much voltage is being pumped into the chip at stock frequencies. I've set up a Thermal Velocity Boost profile where 80c drops to 5.6, and 90c drops to 5.5, with e-cores at 4.3... and the issues are basically gone. Ridiculous that this has to be done though.","Reviewed in the United States on 3 January 2024","Thermal throttle spikes not present with 13900k","3.0 out of 5 stars","","3","Processor","Core™ i9-14900K"
"RPLQXI08B6AUY","Rishi","It's no secret that the memory controller is a lottery on this and 13th gen cpus. It's very flaky.7200mhz XMP profiles are unstable. 4 sticks of RAM is unstable.Other than that the CPU does its job. It's basically just a binned 13900ks. Nothing special.","Reviewed in the United States on 14 December 2023","Memory controller isn't that great","3.0 out of 5 stars","","5","Processor","Core™ i9-14900K"
"R2PVMT9FGK0B1X","Mauricio","La caja tenía un corte de cúter en la parte superior, la verdad me molesta que haya tan poco cuidado con las cajas de productos tan caros.","Reviewed in the United States on 25 October 2023","Caja cortada con un cúter","3.0 out of 5 stars","https://m.media-amazon.com/images/I/5172fHwbEaL.jpg
https://m.media-amazon.com/images/I/61gKN64o6RL.jpg
https://m.media-amazon.com/images/I/61roEnOQQkL.jpg","5","Processor","Core™ i9-14900K"
"R17GX4CUHRWTSM","Moises","Excelente procesador super rápido lo recomiendo a los todos los que quieran actualizar su computadora o armar una nueva  yo lo utilizo con la tarjeta de video 4080 super excelente combinación..","Reviewed in the United States on 13 March 2024","Uno de mos mejores procesadores","4.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RUDBCA5HBOAYY","Resmai","It arrived in a sealed package but it was stained and with a thumbprint on it. Looks like it might have had thermal paste removed? I'm not crazy about that because I paid for new, but it seems to work fine.","Reviewed in the United States on 20 February 2024","Arrived used?","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71IM9pATuBL.jpg","0","Processor","Core™ i9-14900K"
"R23S92GKD5PBY5","Mikeiza","Greaaaaaat, but lacking in presentation.","Reviewed in the United States on 17 February 2024","Stable, fast and great!!","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3TZXD6EMMF6WT","Daniel W.","As a Gamer/Data Scientist/Programmer/Tinker I wanted a mainstream CPU built by a well established company. With Intel's i9-14900K CPU I have a top of the line general purpose chip which provides above average performance in all the computational fields I have an interest in. I only gave it a 4-star rating because I had hoped that Intel would have brought the 15th generation chips out in 2023 Q4 as they said rather than just the mobile chips.","Reviewed in the United States on 17 February 2024","Excellent performance for general purpose use","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71r3K9-WCRL.jpg","0","Processor","Core™ i9-14900K"
"R1GK01559UK3VV","Matt","great cpu, not as powerful as I thought it would be. Ended up going with a 14700k, just seemed a bit laggy even when running at  5.8 all core.. great cpu though and runs cool","Reviewed in the United States on 3 February 2024","great cpu, not as powerful as I thought it would be","4.0 out of 5 stars","","4","Processor","Core™ i5-14600KF"
"R1QHSD89OFXZEB","Bryan S","May be a little excessive and unnecessary, but glad I got one when I did.  Sometimes these things get hard to acquire, especially at a decent price.Seems to run a little hotter than my Ryzen 9 7950X, so I went with dual 420mm,  If you buy this CPU you should really consider custom loops or large cases with 420mm AIO support.","Reviewed in the United States on 18 January 2024","This is thing is super hot.","4.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2VBKAO25C80NC","Michael","Upgrade from an I7 8700 to this. Temps are crazy when gaming but my water cooling setup helps keep it mostly stable.","Reviewed in the United States on 16 January 2024","Decent upgrade over I7 8700","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"RWPR18E1UIBXA","Bryson Lewis","Undervolt for best performance. Don’t get me wrong, it’s a very powerful processor. However there’s typically a lot of heat associated. Without undervolting, hitting its 100 degree Celsius cap is easier than it probably should be.","Reviewed in the United States on 7 January 2024","Gets Hot Under Loads","4.0 out of 5 stars","https://m.media-amazon.com/images/I/71hSihUAHrL.jpg","0","Processor","Core™ i7-14700K"
"R2I6B1LBYXCL2J","B. L. Wray","I was never a fan of Intel's business models of locking off cores/features to try and upsell the features back to the consumer.......That aside, Intel has always been the leader in the CPU market and while AMD has been making strides in recent years Intel is still the go to for reliability and power.Anyway.... if you have money to burn and need to upgrade due to artificial obsolesces that is the new craze of forcing people to upgrade.... well, this processor will last a long time... or until they just decide it's not capable anymore.","Reviewed in the United States on 29 December 2023","Results are high, like the price!","4.0 out of 5 stars","","2","Processor","Core™ i7-14700K"
"R2WP31MHIU0A8A","Alex","Perfecto para las tareas más demandantes y los juegos más pesados en cuestión de rendimiento en pocas palabras perfecto para gaming y programas pesadosSe lleva muy bien con una RTX 4090 24 GbPiénsalo bien en cuestión de rendimiento","Reviewed in the United States on 19 December 2023","Recomendado!!!","4.0 out of 5 stars","https://m.media-amazon.com/images/I/61WaCWd7oNL.jpg","0","Processor","Core™ i9-14900KF"
"R22O5WMGOSVRUK","Caerbannog","I write code for a living and this CPU builds my code 5.7 times faster than my prior (6th gen) development machine.  I'm really happy about that.  Plus it can run 32 concurrent threads which means I can easily host multiple VMs.  Nice!  Only downside of this CPU, for me, is no VROC (RAID in CPU) support.","Reviewed in the United States on 5 December 2023","Fast and Lots of Cores","4.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2S8F13JVOJVL","Amazon Customer","I had to replace my h60 to get this to run a full benchmark without hitting thermal limit of 100c with no OC. That is under full core usage during 30s intervals.Now that I replaced the cooler with an artic cooler with some kryonaut paste I have it running 5.6 all core with dual core at 5.7 and it maxes out at 87 on furmark","Reviewed in the United States on 5 December 2023","It's a hot one","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"RH8OO77K3Y70V","Rohit Panigrahi","THis is a power hungry beast of a processor..under load goes to 280 Watt easy.. had to set the power limits using intel XTU.. but idles at 30n-35 C while browsing and general use... Jumped from a I7 9700 K to this... can see huge difference in gaming else its OK !!","Reviewed in the United States on 4 December 2023","Goes to 100 c with 280 MM AIO cooler","4.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3V1N0Y6U4LWA6","Shukri ALHASSAN","اذا عندك جيل 13 لا ترقيه","Reviewed in Saudi Arabia on 31 October 2023","ما يستاهل الترقية","4.0 out of 5 stars","","10","Processor","Core™ i7-14700K"
"R6WV0R24P4PMH","Amazon Customer","I upgraded from a12700k with asus tuf z690 board and a arctic air 360 AIO. The 12700 K ran at about 50°C gaming.The 14700k runs in the mid 60s. The 12700k Cinebench score and  temp was 22600/71c. The 14700k was 32000/87c . Still below throttling, which is OK according to Intel . When gaming I only see maybe five frames per second faster at 2k res .this is a good chip. Don’t get me wrong. with as many cores as this has, and the speed it should last for a long time, it far exceeds the needs of any. New or future games.","Reviewed in the United States on 26 October 2023","She’s a hot one","4.0 out of 5 stars","","4","Processor","Core™ i7-14700K"
"R1ZP35ZM9GATPY","Colby Pugh","I built PC with the new Intel i9-14900k, and I must say, it's a beast of a processor. Coming from an i7-8700k, the performance boost is nothing short of incredible. Multitasking, gaming, and content creation have all seen a significant improvement. Multithreaded applications and gaming experiences run smoother.  It's a productivity powerhouse. The clock speeds are no slouch either, making it excellent for single-threaded tasks and gaming. The major downside of this CPU is the heat it generates. Even with a high-end cooling solution, it tends to run hot, and that's something you must take into consideration when setting up your cooling solution. Be ready for this CPU to draw a significant amount of power at full load. It can put quite a load on your power supply and might necessitate an upgrade if you're not already prepared. The Intel i9-14900k is an incredible processor, and the upgrade from an i7-8700k is substantial. Its exceptional performance in various tasks justifies its price tag. If you're willing to address these challenges, you'll be rewarded with a fantastic computing experience.","Reviewed in the United States on 20 October 2023","A Monster CPU with One Major Caveat","4.0 out of 5 stars","","48","Processor","Core™ i9-14900K"
"R5PO4BZ99YC2Z","Daniel Salazar Valencia","Perfecto, es un i9 no se puede decir más","Reviewed in the United States on 15 April 2024","Perfecto","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1P8YCEWLCTMBD","Chris Altizer","No more lining up pins, now you just make sure this thing sits in the way it belongs and off you go! I've had an H170i on it the whole time but it barely gets into the 40's when under extreme load. For the price, the 14700KF is the way to go imho","Reviewed in the United States on 15 April 2024","So easy to install a baby could do it!","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3W573K0PBIKLE","David","It's the current Intel flagship desktop CPU.We had to upgrade from 120mm to 240mm liquid coolers for it.IMPORTANT NOTE: You may need to manually set the max power and max amps in the bios. There's currently an issue that causes them to be set to insanely high values (4096W) by default causing the chip to become unstable under heavy loads.","Reviewed in the United States on 13 April 2024","The beast! Be prepared to cool it!","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71PA9GENFpL.jpg","3","Processor","Core™ i9-14900K"
"R6QTOPQOV0P2S","J. Merrick","Great performance. Lots of heat.","Reviewed in the United States on 3 April 2024","Great performance. Lots of heat","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3MWJYP99QDNMS","Keirns","CPU runs at max 65 C. Seems good to me.","Reviewed in the United States on 2 April 2024","Ye","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71WOM4T40eL.jpg","0","Processor","Core™ i9-14900K"
"R2IEDPBWJYU209","MiniMech","Runs at a good temp with a kraken 360 elite.","Reviewed in the United States on 31 March 2024","I like it.","5.0 out of 5 stars","https://m.media-amazon.com/images/I/717q-FcGhkL.jpg","0","Processor","Core™ i9-14900K"
"R3DNG29R7Y158P","Marco","Potente procesador para mi configuración.","Reviewed in the United States on 30 March 2024","Top of the line","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R1EGXCY3APILGJ","Robsie","Words truly cannot express how powerful, but also how hot this cpu is. After upgrading from a Ryzen 3700x to this, my work speed, gaming, everything cannot lay a finger on this thing. The only time's i've seen this truly cap out is during extreme compression, decompression, and specific rendering situations. The only con which isn't truly a con is that this chip can get incredibly HOT. If you're going to get this? I would absolutely suggest a 360 AIO cooler or you're going to experience thermal throttling, or even thermal shutdowns. That was my original issue, but quickly upgraded coolers, and this thing is a MONSTER.","Reviewed in the United States on 29 March 2024","Disgustingly Powerful.","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2AM7NRDMA7PJM","ISAAC WOLF","My benchmark is almost at 14k now with without overclocking.nVidia GTX 1080, 65gb 6400 ram and 2gb PCIE5 SSD, Gigabyte Z790 Elite x wifi7 motherboard.I won't need to change this setup for the next decade or so like I did with my last PC.Worth the money, but you'll need the right SSD to go with it.","Reviewed in the United States on 28 March 2024","Lightening fast.","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2ZQJRJX5594AA","Brian Styles","Even you're getting hotter temps despite having great cooling, it's normal for this CPU.  It's a beast.  I recommend using a triple-fan-radiator AIO cooler to keep this bad boy as cool as possible. And make sure to blow the hot air OUT of your PC case.","Reviewed in the United States on 28 March 2024","This is a BEAST and runs hot.  But that's OK!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3OD3WLMV5P772","Nice Pony","This new Intel® Core™ i7-14700K New Gaming Desktop Processor with 20 cores just rocks! Cooling it with an Noctua NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown) for Desktop.","Reviewed in the United States on 28 March 2024","Intel® Core™ i7-14700K","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"RB452R546HM0O","kay c","Super easy to install. Just update your motherboard bios to support 14 Gen","Reviewed in the United States on 26 March 2024","Love it","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R28IGAI4HXN1V1","Michael Coyne","WoW! What a beast, intel i7 14700K! it can handle any tasks in pc as game and everyday use.  No issues with it. Thanks for fast shipping!","Reviewed in the United States on 26 March 2024","WoW, Powerful processor from Intel","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3USTP49MAKDM6","Mark P.","I paired this with a ""GIGABYTE Z790 Eagle AX LGA 1700 Intel Z790 ATX Motherboard with DDR5, M.2, PCIe 5.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi 6E, 2.5GbE LAN, Q-Flash Plus, EZ-Latch"" mobo and TGDGAMER ""T-240MM Black ARGB Liquid CPU Water Cooling with 240mm ARGB PWM Fan, Temperature Display, Computer Water Cooling"". The Intel application used AI to tweak my CPU to squeeze out more performance, but under 100% load it will often thermally throttle and sporadically hit 100C. I am considering finding a better cooler to keep up with this racehorse.","Reviewed in the United States on 25 March 2024","Runs HOT - Get a good cooler!","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71N7VIPqJSL.jpg","0","Processor","Core™ i7-14700KF"
"R2ZFYKE8BBNGCK","Juan Carlos Valdes","I build it my new editing PC and use this 14th generation processor (24 cores and 32 threads).","Reviewed in the United States on 25 March 2024","Great Processor!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2J8RHPWO247Y","Keyra","The Intel i9-14900K delivers impressive performance with its high clock speeds and advanced architecture. It excels in demanding tasks like gaming, content creation, and multitasking, offering smooth and responsive performance. The integrated graphics are decent for light gaming and multimedia tasks. However, it's power-hungry and may require robust cooling solutions. Overall, it's a top choice for enthusiasts and power users seeking uncompromising performance.","Reviewed in the United States on 24 March 2024","Best cpu","5.0 out of 5 stars","","18","Processor","Core™ i9-14900K"
"R3HB7S64V1X9CB","Bueno, recibí muy buena atención y el paquete llegó en buenas condiciones en un plazo del menos esperado. En cuanto al funcionamiento, lo probaré en unos días ","El producto llego antes de los esperado y en buenas condiciones. Lo cual se agradece mucho. Estare probando en los próximos días","Reviewed in Mexico on 23 March 2024","Rápido y con buena atención","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71lsj0k9YiL.jpg","0","Processor","Core™ i5-14600KF"
"R2A3ZKL5BA7GU1","Arsen Sargsyan","Everything was great","Reviewed in the United States on 23 March 2024","Careful shipment","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R39TRGSB3OGFSW","4K Motoring","No issues with this seller or product, but for those that are looking for a new PC part the 14900 k is merely a refinement over the 13900k which you may be able to find cheaper.","Reviewed in the United States on 23 March 2024","Well packaged and performed perfectly","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2TTMEWCLXX4ZD","KB","This is an excellent, stable CPU. Care must be taken to keep it cool. It is a hot running CPU. To avoid heat throttling at 100deg Celsius in heavy duty gaming or testing, order a high end liquid cooler. For professional work and easy gaming a big block fan cooler will be just fine as it is much more quiet. To save a little  money, if at all, the I9-13900K will work just as well performance wise.","Reviewed in the United States on 22 March 2024","Great performance","5.0 out of 5 stars","","8","Processor","Core™ i9-14900K"
"R1C9FDL5NAB28K","Cliente de Amazon","El procesador llego bien empacado y con sus condiciones y funcionalidad excelente, cumple con todo; no tiene disipador de stock, pero hay tener en cuenta que para este tipo de procesadores es necesario un disipador de calor más eficiente que los que vienen en otros procesadores","Reviewed in Mexico on 22 March 2024","En excelente estado","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"RYB540W4OQV7R","Zay","Runs hot but runs very well needs a good good good cooler","Reviewed in the United States on 22 March 2024","Hot","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2BC44Z73KW1SQ","JP","Currently playing Battlefield 2042 with this beast and it’s silk smooth even paired with a 1080ti","Reviewed in the United States on 20 March 2024","It’s a beast","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R69VREKOD5HNU","Nick","It's been great so far. Clocking right and no overheating. Currently paired with a phanteks 360mm AIO.","Reviewed in the United States on 20 March 2024","Solid CPU","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R1YD4D3AQ5GW44","Blaz Cegnar","Haven't installed yet but looks fine. Die size is 30x40 mm, meaning 0,3 ml/0,8 g is the perfect amount of thermal paste (not included). I'll put 5 dots.","Reviewed in Germany on 15 March 2024","Looks good","5.0 out of 5 stars","https://m.media-amazon.com/images/I/615PRT-ww-L.jpg
https://m.media-amazon.com/images/I/619bunPNHTL.jpg
https://m.media-amazon.com/images/I/61dJG0cMtwL.jpg
https://m.media-amazon.com/images/I/71l5SLHUb+L.jpg","0","Processor","Core™ i7-14700K"
"R33TSZ8RS04ZC5","Keith","This is the first time I've ever went for it and got an i9. I usually stick to the i7. I am so glad I decided to take the chance because this thing screams. To think that I can also squeeze out more by overclocking is just insane. Every application I've ran is so snappy and responsive. Being an impatient human, this thing makes me happier every time I turn it on. Power and Speed are right where I like it. This chip is just so damn sweet!","Reviewed in the United States on 15 March 2024","Can you say SCREAM!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2NR2B0X5PVS9A","malkocoglu42","Alles ok gerne wieder danke","Reviewed in Germany on 9 March 2024","Alles ok","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2I0MWMDH5P0U1","derek","upgraded from a 12600kf and 3080 10gb and went to this 14700kf and 4070 ti super and its great. added 60-70fps on a lot of games.","Reviewed in the United States on 9 March 2024","came from a 12600k","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3SU94E4UDSQ4S","Ron Kramer","PERFECT!  EASIER to install than I thought as a first time processor install for me.WORTH WHILE performance increase from my (also good 12700). And helped unleash the power of my 4090oc GPU.","Reviewed in the United States on 4 March 2024","Ultimate with 4090oc.","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61A4SeYzSzL.jpg
https://m.media-amazon.com/images/I/61AsPzR+XJL.jpg
https://m.media-amazon.com/images/I/61KDwPHGsxL.jpg
https://m.media-amazon.com/images/I/710HZ9H2NnL.jpg","0","Processor","Core™ i9-14900KF"
"R3VAVZUH20XNUV","Tyler S","This is a great processor and when on sale it is by far the best value out there!","Reviewed in the United States on 1 March 2024","Great  buy, when on sale","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R31HPSWAU0EJ3U","Andrew","Decided to go Intel over AMD and this cpu will not disappoint you. I’d recommend looking into the E-Core and Pcore information before you buy, haven’t noticed any issue with it but still a nuisance","Reviewed in the United States on 26 February 2024","Great CPU","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"RUHUGOMLGVN9S","Rich and Jen","I guess everyone is right, these things are hot and then some.  I went with a off brand AIO, and for the most part I'm good.  It does get spicy when I'm rendering or doing some crazy multi tasking.Gaming seems fine, no issues.  I play all kinds of games, FPS, MMO's, survival, etc.  (Paired with a Gigabyte Gaming 4090 OC, Tforce 64 gigs 6000 M/T DDR5, samsung 990 pro NVME 2 tb x2, no OCing done by me.)I replaced a 5950x, which was having issues for some reason, just felt like it was getting slower and slower, thermal paste and heat were fine on it, never got over 60c with the beefier AIO I had on it.  Just took longer and longer to render things.  I guess I wore it out!I just think you'll want a good AIO, and/or a solid water cooling solution for this to really get the best out of it.  I'm not sure a air cooled option will do you any good, but hey I've been wrong many times, so there might be something that can handle the job.All in all, not bad, but it's not going to give you much performance boost over last gen, matter of fact I found out later 13700k beats it in a lot of tests, blargh!  Either way, its fast, and it runs everything great, so I'm happy till the next go around.","Reviewed in the United States on 3 January 2024","She's a beast, but so HOT!!","5.0 out of 5 stars","","33","Processor","Core™ i7-14700K"
"R3TPXPRAJ8XKF","Another Customer","Sorta came from a 13900k but I gave that to a relative after their x299/i9-7940x system began to have issues. He bought a z790 board and was amazed how far ahead the 13900k is in comparison an overclocked Skylake-X processor. He fixed the issue with the x299 system, but he decided to stay with Raptor Lake. All of which is okay by me because that old 13900k had no overclocking headroom, and I could only undervolt it by 5mv before it became unstable. I was going to buy another 13900k or maybe the ks version, but I decided to wait for the 14900k.The 14900k I got on the other hand has some overclocking headroom. I already set all P-cores to 5.8GHz, while keeping the double-core Turbo Boost at 6.0GHz. I also set the cache to 5.2Ghz and it's completely stable. I was not able to raise the multiplier at all with my 13900k. Just happy my 14900k isn't a lottery loser.While the clock of both the 13900ks and 14900k are the same, the 13900ks has a cherry picked memory controller. If you're looking to do a ton of RAM overclocking then the 13900ks may be the way to go.... but that's not to say if you'd get a 14900k with a good memory controller. Both my 13900k and 14900k work with DDR5-7200 RAM with XMP set, and no adjustments to the memory controller voltages.If you're buying the 14900k off the get-go and building a new system around it, then I recommend pairing it with a motherboard that has the BIOS Flashback feature.","Reviewed in the United States on 22 October 2023","So far so good.","5.0 out of 5 stars","","29","Processor","Core™ i9-14900K"
"RVGKU24Q75AIJ","J Hartman","Not sure what more to say other than it's crazy powerful.  Make sure you have a high watt power supply to go with this and all the devices you plan to run with this.  And really don't go small on the CPU cooler.  This thing is good at figuring out when to throttle down.  You'll get it's best performance with a large aio water cooler.  If you can build your own water cooling system, better.Also, make sure your mobo manufacturer have  all the drivers available to work smoothly with these lines of processors.","Reviewed in the United States on 24 February 2024","Powerful processor","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RWXFPKO4F0QZE","Brian the Engineer","It's a Raptor Lake refresh CPU. If you have a 13900K you don't need this. Unless you are an extreme over clocker or need every possible MHZ per thread and stability. If you have a 13900KS you really don't need this CPU.If you have a 12th Gen, it might be worth it to you if you need that extra performance but really depends on what you do.If you are on 11th Gen or below and were looking to upgrade, you might as well get a 14700K or 14900K or KF as they are similarly priced with the 13th gen processors.Also, the 14700K has a 4 more E cores and higher clock speeds which can result in 10-20% performance gains depending on the workload compared to the 13700K.Otherwise wait for the next generation of CPUs to make the leap.","Reviewed in the United States on 20 October 2023","Rock stable, Fast clock speeds, basically like buying the silicon lottery for a 13900K/KS","5.0 out of 5 stars","","17","Processor","Core™ i9-14900K"
"R3JHC2PGHY1MFO","Peanut","Intel has always worked better for me than competition. I feel like reviewers benchmarks may not be realistic to a typical PC setup. I'm getting 620Fps at 1440P in Rainbow Six Siege on a 4090 ROG Strix OC. Yes at this framerate my fans do spin fast and are loud, but I limit the frames to 143 and then it is quiet and the fans hardly spin.Case: Corsair 4000DGPU : Asus ROG STRIX 4090 OCCPU : Intel Core i9-14900KPSU : MSI MPG A1000G PCIE 5 ATX 3.0Cooler : ARCTIC Liquid Freezer II 280Fans : 4x Antec PF12 SeriesStorage : 2X SAMSUNG 990 PRO SSD 4TB  870 EVO 4TB 2.5 InchMemory : 64GB 2x32 Corsair Vengeance 5600MHz CL40 XMPNote: I would not recommend the cooler for this case and MB combo Heatsink on MB blocks cooler which doesn't properly screw in totally.","Reviewed in the United States on 24 October 2023","Can't argue with results","5.0 out of 5 stars","","15","Processor","Core™ i9-14900K"
